Date : 2023-08-29 20:20:02
Directory : /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset
Total : 542 files,  9899 codes, 782 comments, 802 blanks, all 11483 lines

Languages
+----------+------------+------------+------------+------------+------------+
| language | files      | code       | comment    | blank      | total      |
+----------+------------+------------+------------+------------+------------+
| C        |        508 |      9,529 |        706 |        762 |     10,997 |
| C++      |         34 |        370 |         76 |         40 |        486 |
+----------+------------+------------+------------+------------+------------+

Directories
+---------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| path                                                                                                    | files      | code       | comment    | blank      | total      |
+---------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine8/costSum_Machine8.c              | C        |         10 |          0 |          2 |         12 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine8/deduplicate_Machine8.c          | C        |         22 |          0 |          4 |         26 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine8/highestPrice_Machine8.c         | C        |         18 |          0 |          4 |         22 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine8/itemToString_Machine8.c         | C        |         22 |          0 |          4 |         26 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine8/listInitialization_Machine8.c   | C        |          4 |          0 |          0 |          4 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine8/load_Machine8.c                 | C        |         37 |          0 |          8 |         45 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine8/printList_Machine8.c            | C        |         29 |          0 |          7 |         36 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine8/removeItem_Machine8.c           | C        |         18 |          0 |          4 |         22 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine8/save_Machine8.c                 | C        |         15 |          0 |          4 |         19 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine8/swapItem_Machine8.c             | C        |         49 |          0 |          9 |         58 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine8/updateItem_Machine8.c           | C        |         23 |          0 |          3 |         26 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine9/addItem_Machine9.c              | C        |         31 |          5 |          0 |         36 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine9/costSum_Machine9.c              | C        |         15 |          3 |          0 |         18 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine9/deduplicate_Machine9.c          | C        |         21 |          4 |          0 |         25 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine9/highestPrice_Machine9.c         | C        |         19 |          4 |          0 |         23 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine9/itemToString_Machine9.c         | C        |         24 |          9 |          0 |         33 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine9/listInitialization_Machine9.c   | C        |         11 |          0 |          0 |         11 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine9/load_Machine9.c                 | C        |         31 |          0 |          0 |         31 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine9/printList_Machine9.c            | C        |         27 |          9 |          0 |         36 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine9/removeItem_Machine9.c           | C        |         28 |          5 |          0 |         33 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine9/save_Machine9.c                 | C        |         24 |          0 |          0 |         24 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine9/swapItem_Machine9.c             | C        |         42 |          8 |          0 |         50 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine9/updateItem_Machine9.c           | C        |         29 |          8 |          0 |         37 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human1/addItem_Human1.c                    | C        |         17 |          3 |          1 |         21 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human1/itemToString_Human1.c               | C        |          7 |          2 |          0 |          9 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human1/listInitialization_Human1.c         | C        |          5 |          0 |          0 |          5 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human1/printList_Human1.c                  | C        |         14 |          4 |          0 |         18 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human10/addItem_Human10.c                  | C        |         29 |          0 |          2 |         31 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human10/costSum_Human10.c                  | C        |         10 |          0 |          3 |         13 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human10/deduplicate_Human10.c              | C        |         20 |          0 |          2 |         22 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human10/highestPrice_Human10.c             | C        |         12 |          0 |          4 |         16 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human10/itemToString_Human10.c             | C        |          6 |          0 |          0 |          6 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human10/listInitialization_Human10.c       | C        |          5 |          0 |          0 |          5 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human10/load_Human10.c                     | C        |         24 |          0 |          5 |         29 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human10/printList_Human10.c                | C        |          9 |          0 |          0 |          9 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human10/removeItem_Human10.c               | C        |         21 |          0 |          3 |         24 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human10/save_Human10.c                     | C        |         14 |          0 |          5 |         19 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human10/swapItem_Human10.c                 | C        |         36 |          0 |          9 |         45 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human10/updateItem_Human10.c               | C        |         14 |          0 |          0 |         14 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human11/addItem_Human11.c                  | C        |         20 |         19 |          2 |         41 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human11/costSum_Human11.c                  | C        |         11 |          2 |          0 |         13 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human11/deduplicate_Human11.cpp            | C++      |         27 |          3 |          1 |         31 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human11/highestPrice_Human11.c             | C        |         15 |          2 |          1 |         18 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human11/itemToString_Human11.cpp           | C++      |          8 |          4 |          0 |         12 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human11/listInitialization_Human11.c       | C        |          5 |          0 |          0 |          5 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human11/load_Human11.c                     | C        |         35 |          2 |          0 |         37 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human11/printList_Human11.cpp              | C++      |         15 |          2 |          0 |         17 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human11/removeItem_Human11.c               | C        |         10 |          2 |          0 |         12 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human11/save_Human11.c                     | C        |         13 |          2 |          0 |         15 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human11/swapItem_Human11.c                 | C        |         33 |          2 |          1 |         36 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human11/updateItem_Human11.cpp             | C++      |         10 |          2 |          0 |         12 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human12/addItem_Human12.cpp                | C++      |         12 |          1 |          3 |         16 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human12/costSum_Human12.cpp                | C++      |          4 |          2 |          0 |          6 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human12/deduplicate_Human12.c              | C        |          4 |          0 |          0 |          4 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human12/highestPrice_Human12.cpp           | C++      |          4 |          2 |          0 |          6 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human12/itemToString_Human12.cpp           | C++      |          3 |          2 |          0 |          5 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human12/listInitialization_Human12.c       | C        |          5 |          0 |          0 |          5 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human12/printList_Human12.c                | C        |         11 |          0 |          0 |         11 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human12/removeItem_Human12.c               | C        |          4 |          2 |          0 |          6 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human12/save_Human12.c                     | C        |          4 |          2 |          0 |          6 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human12/swapItem_Human12.c                 | C        |          3 |          2 |          0 |          5 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human12/updateItem_Human12.cpp             | C++      |          3 |          2 |          0 |          5 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human13/addItem_Human13.c                  | C        |         28 |          0 |          4 |         32 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human13/itemToString_Human13.cpp           | C++      |         10 |          2 |          0 |         12 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human13/listInitialization_Human13.c       | C        |          5 |          0 |          0 |          5 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human13/printList_Human13.c                | C        |          8 |          0 |          0 |          8 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human13/removeItem_Human13.c               | C        |         16 |          0 |          0 |         16 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human13/updateItem_Human13.c               | C        |         17 |          1 |          0 |         18 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human14/itemToString_Human14.cpp           | C++      |         14 |          2 |          1 |         17 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human14/listInitialization_Human14.c       | C        |          5 |          0 |          0 |          5 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human14/printList_Human14.c                | C        |         16 |          2 |          0 |         18 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human15/addItem_Human15.c                  | C        |         19 |          0 |          1 |         20 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human15/costSum_Human15.cpp                | C++      |          8 |          0 |          1 |          9 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human15/highestPrice_Human15.c             | C        |         15 |          0 |          0 |         15 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human15/itemToString_Human15.c             | C        |          4 |          0 |          0 |          4 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human15/listInitialization_Human15.c       | C        |          5 |          0 |          0 |          5 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human15/printList_Human15.c                | C        |         12 |          0 |          0 |         12 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human15/removeItem_Human15.c               | C        |         13 |          0 |          0 |         13 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human15/swapItem_Human15.c                 | C        |         20 |          0 |          2 |         22 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human15/updateItem_Human15.cpp             | C++      |         11 |          0 |          0 |         11 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human16/addItem_Human16.c                  | C        |         24 |          2 |          5 |         31 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human16/costSum_Human16.c                  | C        |         10 |          2 |          0 |         12 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human16/deduplicate_Human16.c              | C        |         26 |          2 |          0 |         28 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human16/highestPrice_Human16.c             | C        |         16 |          2 |          0 |         18 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human16/itemToString_Human16.c             | C        |          7 |          5 |          0 |         12 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human16/listInitialization_Human16.c       | C        |          5 |          0 |          0 |          5 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human16/load_Human16.c                     | C        |         33 |          2 |          6 |         41 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human16/printList_Human16.c                | C        |         11 |          2 |          0 |         13 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human16/removeItem_Human16.c               | C        |         20 |          2 |          3 |         25 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human16/save_Human16.cpp                   | C++      |         18 |          2 |          4 |         24 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human16/swapItem_Human16.c                 | C        |         30 |          2 |          4 |         36 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human16/updateItem_Human16.cpp             | C++      |         15 |          2 |          3 |         20 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human17/addItem_Human17.c                  | C        |         27 |          0 |          0 |         27 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human17/costSum_Human17.cpp                | C++      |         12 |          0 |          0 |         12 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human17/highestPrice_Human17.c             | C        |         18 |          0 |          1 |         19 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human17/itemToString_Human17.c             | C        |         13 |          0 |          1 |         14 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human17/listInitialization_Human17.c       | C        |          5 |          0 |          0 |          5 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human17/printList_Human17.c                | C        |         13 |          0 |          1 |         14 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human17/removeItem_Human17.c               | C        |         28 |          0 |          1 |         29 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human17/save_Human17.cpp                   | C++      |          5 |          0 |          0 |          5 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human17/swapItem_Human17.c                 | C        |         46 |         13 |         13 |         72 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human17/updateItem_Human17.cpp             | C++      |         14 |          0 |          2 |         16 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human18/addItem_Human18.cpp                | C++      |          8 |         13 |          0 |         21 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human18/itemToString_Human18.cpp           | C++      |          5 |          7 |          1 |         13 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human18/listInitialization_Human18.c       | C        |          5 |          0 |          0 |          5 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human18/printList_Human18.c                | C        |         11 |          0 |          0 |         11 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human19/addItem_Human19.c                  | C        |         17 |          1 |          4 |         22 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human19/itemToString_Human19.cpp           | C++      |          7 |          0 |          1 |          8 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human19/listInitialization_Human19.c       | C        |          5 |          0 |          0 |          5 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human19/printList_Human19.c                | C        |         10 |          0 |          1 |         11 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human2/addItem_Human2.c                    | C        |         13 |          2 |          0 |         15 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human2/listInitialization_Human2.c         | C        |          5 |          0 |          0 |          5 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human20/addItem_Human20.c                  | C        |          8 |          4 |          1 |         13 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human20/listInitialization_Human20.c       | C        |          5 |          0 |          0 |          5 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human20/printList_Human20.c                | C        |         12 |          0 |          0 |         12 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human20/removeItem_Human20.c               | C        |          4 |          4 |          0 |          8 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human20/updateItem_Human20.c               | C        |          5 |          9 |          1 |         15 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human21/addItem_Human21.c                  | C        |         21 |          2 |          2 |         25 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human21/itemToString_Human21.c             | C        |          5 |          2 |          0 |          7 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human21/listInitialization_Human21.c       | C        |          5 |          0 |          0 |          5 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human21/printList_Human21.c                | C        |         11 |          2 |          2 |         15 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human22/addItem_Human22.c                  | C        |         22 |          3 |          4 |         29 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human22/itemToString_Human22.cpp           | C++      |          5 |          2 |          0 |          7 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human22/listInitialization_Human22.c       | C        |          5 |          0 |          0 |          5 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human22/printList_Human22.c                | C        |         11 |          2 |          0 |         13 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human23/addItem_Human23.c                  | C        |         24 |          2 |          3 |         29 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human23/costSum_Human23.c                  | C        |          9 |          0 |          0 |          9 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human23/deduplicate_Human23.c              | C        |         17 |          0 |          1 |         18 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human23/highestPrice_Human23.c             | C        |         15 |          0 |          0 |         15 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human23/itemToString_Human23.cpp           | C++      |          6 |          2 |          0 |          8 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human23/listInitialization_Human23.c       | C        |          5 |          0 |          1 |          6 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human23/load_Human23.c                     | C        |         27 |          0 |          4 |         31 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human23/printList_Human23.c                | C        |         14 |          0 |          0 |         14 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human23/removeItem_Human23.c               | C        |         22 |          0 |          1 |         23 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human23/save_Human23.cpp                   | C++      |         14 |          0 |          3 |         17 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human23/swapItem_Human23.c                 | C        |         25 |          0 |          4 |         29 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human23/updateItem_Human23.cpp             | C++      |         14 |          0 |          2 |         16 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human24/itemToString_Human24.cpp           | C++      |          9 |          0 |          0 |          9 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human24/listInitialization_Human24.c       | C        |          5 |          0 |          0 |          5 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human25/costSum_Human25.cpp                | C++      |          9 |          2 |          0 |         11 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human25/highestPrice_Human25.c             | C        |         15 |          2 |          0 |         17 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human25/itemToString_Human25.cpp           | C++      |         11 |          4 |          0 |         15 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human25/listInitialization_Human25.c       | C        |          5 |          0 |          0 |          5 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human25/printList_Human25.c                | C        |          8 |          2 |          0 |         10 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human26/addItem_Human26.c                  | C        |         29 |          8 |          8 |         45 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human26/costSum_Human26.c                  | C        |         11 |          4 |          4 |         19 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human26/deduplicate_Human26.c              | C        |         24 |          6 |          6 |         36 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human26/highestPrice_Human26.c             | C        |         19 |          5 |          6 |         30 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human26/itemToString_Human26.c             | C        |         10 |          4 |          3 |         17 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human26/listInitialization_Human26.c       | C        |          5 |          0 |          0 |          5 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human26/load_Human26.cpp                   | C++      |         25 |          7 |          8 |         40 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human26/printList_Human26.c                | C        |         15 |          3 |          3 |         21 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human26/removeItem_Human26.c               | C        |         25 |          7 |          8 |         40 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human26/save_Human26.cpp                   | C++      |         15 |          5 |          5 |         25 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human26/swapItem_Human26.c                 | C        |         33 |          6 |         11 |         50 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human26/updateItem_Human26.c               | C        |         20 |          6 |          6 |         32 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human27/addItem_Human27.c                  | C        |         23 |          2 |          1 |         26 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human27/costSum_Human27.c                  | C        |         11 |          2 |          1 |         14 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human27/deduplicate_Human27.c              | C        |         17 |          2 |          1 |         20 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human27/highestPrice_Human27.c             | C        |          4 |         19 |          1 |         24 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human27/itemToString_Human27.c             | C        |          5 |          3 |          0 |          8 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human27/listInitialization_Human27.c       | C        |          5 |          0 |          0 |          5 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human27/load_Human27.cpp                   | C++      |         20 |          2 |          4 |         26 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human27/printList_Human27.c                | C        |         10 |          2 |          0 |         12 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human27/removeItem_Human27.c               | C        |         22 |          2 |          1 |         25 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human27/save_Human27.cpp                   | C++      |         12 |          2 |          0 |         14 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human27/swapItem_Human27.c                 | C        |         42 |          3 |          8 |         53 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human27/updateItem_Human27.cpp             | C++      |         13 |          2 |          1 |         16 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human28/itemToString_Human28.cpp           | C++      |          4 |          0 |          0 |          4 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human28/listInitialization_Human28.c       | C        |          5 |          0 |          0 |          5 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human28/printList_Human28.c                | C        |         10 |          0 |          0 |         10 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human3/addItem_Human3.c                    | C        |         24 |          2 |          1 |         27 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human3/costSum_Human3.c                    | C        |         15 |          2 |          1 |         18 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human3/deduplicate_Human3.c                | C        |         32 |          3 |          5 |         40 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human3/highestPrice_Human3.c               | C        |         20 |          2 |          1 |         23 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human3/itemToString_Human3.c               | C        |          6 |          2 |          1 |          9 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human3/listInitialization_Human3.c         | C        |          5 |          0 |          0 |          5 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human3/load_Human3.c                       | C        |         15 |          2 |          1 |         18 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human3/printList_Human3.c                  | C        |         11 |          2 |          0 |         13 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human3/removeItem_Human3.c                 | C        |         18 |          2 |          2 |         22 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human3/save_Human3.c                       | C        |         12 |          2 |          2 |         16 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Control/Human3/swapItem_Human3.c                   | C        |         22 |          2 |          2 |         26 |
