"filename", "language", "C", "C++", "comment", "blank", "total"
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine22/deduplicate_Machine22.c", "C", 25, 0, 0, 0, 25
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine22/highestPrice_Machine22.c", "C", 19, 0, 0, 0, 19
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine22/itemToString_Machine22.c", "C", 14, 0, 0, 1, 15
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine22/listInitialization_Machine22.c", "C", 8, 0, 0, 0, 8
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine22/load_Machine22.c", "C", 26, 0, 0, 0, 26
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine22/printList_Machine22.c", "C", 16, 0, 0, 0, 16
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine22/removeItem_Machine22.c", "C", 18, 0, 0, 2, 20
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine22/save_Machine22.c", "C", 16, 0, 0, 0, 16
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine22/swapItem_Machine22.c", "C", 29, 0, 0, 4, 33
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine22/updateItem_Machine22.c", "C", 18, 0, 0, 2, 20
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine23/costSum_Machine23.c", "C", 18, 0, 3, 4, 25
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine23/deduplicate_Machine23.c", "C", 24, 0, 2, 2, 28
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine23/itemToString_Machine23.c", "C", 34, 0, 10, 10, 54
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine23/listInitialization_Machine23.c", "C", 12, 0, 2, 2, 16
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine23/load_Machine23.c", "C", 32, 0, 4, 4, 40
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine23/printList_Machine23.c", "C", 16, 0, 2, 3, 21
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine23/save_Machine23.c", "C", 22, 0, 3, 5, 30
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine24/itemToString_Machine24.c", "C", 13, 0, 3, 3, 19
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine24/listInitialization_Machine24.c", "C", 8, 0, 1, 1, 10
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine24/load_Machine24.c", "C", 35, 0, 6, 5, 46
"/Users/sbukhari/Sandbox/CProgram/ASTanalysis/Dataset/Autopilot/Machine24/printList_Machine24.c", "C", 16, 0, 2, 2, 20
